AOC_CODE,RANK_TITLE,OFFICER_SEX,OFFICER_RACE,OFFICER_AGE_RANGE,OFFICER_AGE,OFFICER_DIVISION,OFFICER_ASSIGNMENT,OFFICER_YEARS_SWORN,ObjectId
2242,POLICE MAJOR                       ,M,W ,50 - 59,56,3RD DIVISION                                           ,FLEX PLATOON 2                                         ,122,235
2608,POLICE OFFICER                     ,F,W ,40 - 49,49,CIS HOMICIDE                                           ,MISSING PERSONS                                        ,21,236
6903,POLICE LIEUTENANT                  ,M,W ,50 - 59,58,TECHNICAL SERVICES                                     ,STAFF                                                  ,31,237
2089,POLICE SERGEANT                    ,M,W ,40 - 49,47,7TH DIVISION                                           ,1ST PLATOON                                            ,17,238
2090,POLICE OFFICER                     ,M,W ,40 - 49,41,MAJOR CASE UNIT                                        ,FEDERAL TASK FORCES                                    ,17,239
2091,POLICE MAJOR                       ,M,H ,40 - 49,49,6TH DIVISION                                           ,STAFF                                                  ,19,240
2235,POLICE OFFICER                     ,M,B ,50 - 59,59,FORMER EMPLOYEE                                        ,,34,241
2480,POLICE OFFICER                     ,M,W ,40 - 49,46,CIS HOMICIDE                                           ,SQUAD 1                                                ,23,242
2005,POLICE OFFICER                     ,F,W ,30 - 39,39,CIS SPECIAL VICTIMS                                    ,SEX CRIMES                                             ,17,243
2481,POLICE OFFICER                     ,M,W ,50 - 59,53,5TH DIVISION                                           ,DETECTIVES                                             ,23,244
2236,POLICE SERGEANT                    ,M,W ,40 - 49,44,SUPPORT UNIT                                           ,INVESTIGATIVE SUPPORT                                  ,17,245
2311,POLICE OFFICER                     ,M,W ,40 - 49,48,3RD DIVISION                                           ,1ST PLATOON                                            ,18,246
2006,POLICE SERGEANT                    ,M,W ,40 - 49,49,1ST DIVISION                                           ,BIKE PLATOON                                           ,24,247
2482,POLICE LIEUTENANT                  ,M,W ,40 - 49,47,PUBLIC INTEGRITY UNIT                                  ,STAFF                                                  ,23,248
2312,POLICE OFFICER                     ,M,W ,50 - 59,53,3RD DIVISION                                           ,RESOURCE OFFICERS                                      ,23,249
2237,POLICE OFFICER                     ,M,W ,50 - 59,59,1ST DIVISION                                           ,3RD PLATOON                                            ,13,250
2010,POLICE OFFICER                     ,F,W ,OVER 60,64,2ND DIVISION                                           ,2ND PLATOON                                            ,23,251
2484,POLICE OFFICER                     ,M,W ,50 - 59,51,MOUNTED PATROL                                         ,STAFF                                                  ,23,252
2313,POLICE OFFICER                     ,M,W ,50 - 59,52,3RD DIVISION                                           ,RESOURCE OFFICERS                                      ,24,253
2238,POLICE OFFICER                     ,M,W ,50 - 59,56,4TH DIVISION                                           ,DETECTIVES                                             ,14,254
2011,POLICE OFFICER                     ,M,W ,50 - 59,53,FORMER EMPLOYEE                                        ,,23,255
2485,POLICE OFFICER                     ,M,W ,50 - 59,50,CIS ROBBERY                                            ,FINANCIAL CRIMES                                       ,19,256
2314,POLICE OFFICER                     ,M,W ,OVER 60,61,7TH DIVISION                                           ,1ST PLATOON                                            ,17,257
2239,POLICE OFFICER                     ,M,W ,OVER 60,66,TRAFFIC                                                ,1ST PLATOON                                            ,34,258
2013,POLICE OFFICER                     ,F,W ,50 - 59,50,8TH DIVISION                                           ,1ST PLATOON                                            ,24,259
2486,POLICE OFFICER                     ,M,W ,50 - 59,55,NARCOTICS                                              ,SCRIPT TEAM                                            ,23,260
2315,POLICE OFFICER                     ,M,W ,40 - 49,48,1ST DIVISION                                           ,1ST PLATOON                                            ,22,261
2317,POLICE OFFICER                     ,M,W ,50 - 59,51,SCHOOL RESOURCE OFFICERS                               ,STAFF                                                  ,23,262
2318,POLICE OFFICER                     ,M,B ,40 - 49,48,2ND DIVISION                                           ,2ND PLATOON                                            ,21,263
2319,POLICE OFFICER                     ,M,W ,50 - 59,53,1ST DIVISION                                           ,BIKE PLATOON                                           ,23,264
2320,POLICE OFFICER                     ,M,W ,50 - 59,53,CIS SPECIAL VICTIMS                                    ,SEX CRIMES                                             ,20,265
2321,POLICE OFFICER                     ,M,W ,40 - 49,47,7TH DIVISION                                           ,1ST PLATOON                                            ,19,266
2323,POLICE OFFICER                     ,M,W ,50 - 59,52,7TH DIVISION                                           ,2ND PLATOON                                            ,24,267
2324,POLICE OFFICER                     ,M,B ,40 - 49,48,7TH DIVISION                                           ,RESOURCE OFFICERS                                      ,19,268
2325,POLICE OFFICER                     ,M,W ,50 - 59,56,6TH DIVISION                                           ,2ND PLATOON                                            ,24,269
2326,POLICE OFFICER                     ,F,W ,50 - 59,54,FORMER EMPLOYEE                                        ,,24,270
2327,POLICE MAJOR                       ,F,B ,40 - 49,48,8TH DIVISION                                           ,STAFF                                                  ,23,271
2329,POLICE OFFICER                     ,M,W ,40 - 49,48,CIS ROBBERY                                            ,FINANCIAL CRIMES                                       ,17,272
2331,POLICE OFFICER                     ,M,W ,40 - 49,48,4TH DIVISION                                           ,SUPPORT PLATOON                                        ,23,273
2333,POLICE OFFICER                     ,M,W ,50 - 59,50,NARCOTICS                                              ,CANINE SQUAD                                           ,24,274
2337,POLICE LIEUTENANT                  ,M,W ,50 - 59,52,HOMELAND SECURITY UNIT                                 ,STAFF                                                  ,24,275
2340,POLICE OFFICER                     ,M,W ,50 - 59,53,5TH DIVISION                                           ,3RD PLATOON                                            ,24,276
2341,POLICE OFFICER                     ,M,W ,OVER 60,64,5TH DIVISION                                           ,2ND PLATOON                                            ,24,277
2342,POLICE OFFICER                     ,F,W ,50 - 59,53,5TH DIVISION                                           ,RESOURCE OFFICERS                                      ,22,278
